id,product_name,set_name,brand_name,discriminator,rarity,quantity,value_total,value_per_unit,value_currency,paid_total,paid_per_unit,paid_currency,grade_type,grade_subtype,group_name,group_wishlist,tcg_player_id,price_charting_id,card_market_id,date_added,tag
3aede06a639e4f6c967df573e3a2a47d,Disa the Restless,Commander: Modern Horizons 3,Magic The Gathering,#1,Mythic Foil,1,0.15,0.15,USD,0.15,0.15,USD,Ungraded,Near Mint,Disa PreCon,false,552432,6866780,,2025-08-11T17:58:03.302,
4a325e6eb5a143a89079244f2d76b429,Disdainful Stroke,Standard Showdown Promos,Magic The Gathering,#2,Promo Foil,1,5.74,5.74,USD,5.78,5.78,USD,Ungraded,Near Mint,Red Binder,false,547713,,,2025-08-11T16:35:46.516,
345cbb80e93248c98caab40e42a7f716,Disturbing Mirth,Duskmourn House of Horror,Magic The Gathering,#212,Uncommon Foil,1,0.13,0.13,USD,0.13,0.13,USD,Ungraded,Near Mint,Blue Binder,false,575072,7486571,,2025-08-11T16:51:06.472,
6023addff26f48d693a24b5b4a5978b7,Divine Visitation,Commander: Tarkir: Dragonstorm,Magic The Gathering,#113,Mythic,1,1.91,1.91,USD,1.93,1.93,USD,Ungraded,Near Mint,Mardu Surge PreCon,false,624283,9035830,,2025-08-09T13:11:01.839,
563a9c1a649d4fc898cbc69ccae55824,Dollmaker's Shop // Porcelain Gallery,Promo Pack: Duskmourn House of Horror,Magic The Gathering,#4,Mythic,1,5.40,5.40,USD,5.40,5.40,USD,Ungraded,Near Mint,Red Binder,false,583659,,,2025-08-11T15:43:30.618,
456471fabfcd4952ac653d4614dd3df4,"Domri, Anarch of Bolas",War of the Spark,Magic The Gathering,#191,Rare,1,0.74,0.74,USD,0.80,0.80,USD,Ungraded,Near Mint,Godzilla,false,188393,,,2025-08-08T18:09:51.247,
38f66bb5790b4d5f9d4a61302c3f693c,"Domri, Chaos Bringer",Ravnica Allegiance,Magic The Gathering,#166,Mythic,1,0.55,0.55,USD,0.55,0.55,USD,Ungraded,Near Mint,Godzilla,false,183182,,,2025-08-08T17:59:07.420,
9a01124ae95a46a0b5fdd2c5b7f2e90e,Don't Make a Sound,Duskmourn House of Horror,Magic The Gathering,#49,Common Foil,1,0.14,0.14,USD,0.14,0.14,USD,Ungraded,Near Mint,Blue Binder,false,579306,7486408,,2025-08-11T17:42:59.053,
cd2fa009c5bb44798adbd859f84fbe46,Doom Weaver (Extended Art),Commander: Innistrad: Crimson Vow,Magic The Gathering,#72,Rare,1,1.96,1.96,USD,1.96,1.96,USD,Ungraded,Near Mint,Spiders,false,253814,5554066,,2025-08-08T23:11:31.246,
87afe61d26dc492182889118df776b60,Doomsday Excruciator (Borderless),Duskmourn House of Horror,Magic The Gathering,#346,Rare,1,0.53,0.53,USD,0.55,0.55,USD,Ungraded,Near Mint,Red Binder,false,557268,7486705,,2025-08-11T15:53:07.834,
bf26947fa3664d0ea04789bcafd41368,Doomwake Giant,Commander: Duskmourn House of Horror,Magic The Gathering,#138,Rare,1,0.24,0.24,USD,0.24,0.24,USD,Ungraded,Near Mint,Aminatou PreCon,false,579016,,,2025-08-11T18:31:02.442,
30a0e2c12d73418fa72f81eb7182efe9,"Dorat, the Perfect Pet - Sprite Dragon",Ikoria: Lair of Behemoths,Magic The Gathering,#382,Uncommon Foil,1,0.87,0.87,USD,0.80,0.80,USD,Ungraded,Near Mint,Red Binder,false,212043,,,2025-08-11T15:36:41.247,
1f6f75ee326e48a49d7bab5843b2925d,Drag to the Roots,Duskmourn House of Horror,Magic The Gathering,#213,Uncommon Foil,1,0.17,0.17,USD,0.17,0.17,USD,Ungraded,Near Mint,Blue Binder,false,575293,7486572,,2025-08-11T16:51:13.922,
35831a48d9d74717a40a294ad3ffe5db,Dragon Trainer,Foundations,Magic The Gathering,#84,Uncommon Foil,1,0.09,0.09,USD,0.09,0.09,USD,Ungraded,Near Mint,Blue Binder,false,591309,7832046,,2025-08-11T16:55:15.841,
3d49f4c0d708454c99ee0ec36c8b54e2,Dragonskull Summit,Commander: Tarkir: Dragonstorm,Magic The Gathering,#357,Rare,1,0.71,0.71,USD,0.92,0.92,USD,Ungraded,Near Mint,Mardu Surge PreCon,false,624315,9035862,,2025-08-09T13:15:04.459,
f0d2616c26fa4a7a8a04481e36ff9143,Dragonskull Summit,Commander: Duskmourn House of Horror,Magic The Gathering,#271,Rare,1,1.10,1.10,USD,1.02,1.02,USD,Ungraded,Near Mint,Valgavoth,false,579307,,,2025-08-08T19:20:13.378,
5012b714b47a4a0398ab6eeba93c7a40,Drake Hatcher (Borderless),Foundations,Magic The Gathering,#306,Rare Foil,1,2.82,2.82,USD,2.82,2.82,USD,Ungraded,Near Mint,Red Binder,false,591697,7832129,,2025-08-11T16:09:22.844,
9109019e848d412c8882600b2128455b,Dread Return (Borderless),Commander Masters,Magic The Gathering,#637,Common Foil,1,1.13,1.13,USD,1.13,1.13,USD,Ungraded,Near Mint,Rats,false,507190,,,2025-08-08T18:49:26.154,
91ba7213b99f4befa37a7ab0c57b8b76,Dreadbore,Return to Ravnica,Magic The Gathering,#157,Rare Foil,1,1.24,1.24,USD,1.24,1.24,USD,Ungraded,Near Mint,Rakdos Std 2013,false,66396,2218141,,2025-08-11T19:28:45.592,
482c76101c3a4409942203c1fe87da21,Dreadbore,Ravnica Remastered,Magic The Gathering,#180,Rare Foil,1,0.61,0.61,USD,0.61,0.61,USD,Ungraded,Near Mint,Rakdos Std 2013,false,530807,6245349,,2025-08-11T19:27:15.151,
ce930af7f4f747c69b129f0553e6e9b3,Dreadbore (Retro Frame),Ravnica Remastered,Magic The Gathering,#365,Rare Foil,1,0.35,0.35,USD,0.35,0.35,USD,Ungraded,Near Mint,Rakdos Std 2013,false,530808,,,2025-08-11T19:30:30.973,
9705c0b984cf4cb8a927c23ff4588a55,Dreadwing Scavenger,Foundations,Magic The Gathering,#118,Uncommon Foil,1,0.14,0.14,USD,0.14,0.14,USD,Ungraded,Near Mint,Blue Binder,false,591322,7832059,,2025-08-11T16:51:19.344,
ae09295930cf41e881bcac6800eb5caa,Dream Eater,Commander: Duskmourn House of Horror,Magic The Gathering,#116,Mythic,1,0.20,0.20,USD,0.20,0.20,USD,Ungraded,Near Mint,Aminatou PreCon,false,578954,,,2025-08-11T18:28:40.114,
f548a07026364b918fdf85cf52213b1c,Drider,Adventures in the Forgotten Realms,Magic The Gathering,#98,Uncommon Foil,1,0.35,0.35,USD,0.35,0.35,USD,Ungraded,Near Mint,Spiders,false,243224,2362094,,2025-08-08T22:58:35.694,
cefc9607ef1e4b56839107e21f6a312d,Drowned Catacomb,Commander: Final Fantasy,Magic The Gathering,#388,Rare,1,1.08,1.08,USD,1.10,1.10,USD,Ungraded,Near Mint,Y'shtola PreCon,false,631318,,,2025-08-09T13:43:23.355,
a97e3dba1cbe4d1cb9dcb34771bd9d88,Druid of the Spade,Bloomburrow,Magic The Gathering,#170,Common Foil,1,0.04,0.04,USD,0.04,0.04,USD,Ungraded,Near Mint,Blue Binder,false,559552,7128923,,2025-08-11T17:16:10.551,
67822426a389459fabb9a05a4dc12671,Druidic Ritual,Commander Legends: Battle for Baldur's Gate,Magic The Gathering,#227,Common,1,0.06,0.06,USD,0.06,0.06,USD,Ungraded,Near Mint,Spiders,false,273331,4558243,,2025-08-08T23:18:32.429,
0f682a59741f43c684eb4871a92000be,Dumb Ass,Unhinged,Magic The Gathering,#75,Common,1,0.27,0.27,USD,0.27,0.27,USD,Ungraded,Near Mint,Red Binder,false,37847,2234690,,2025-08-11T16:44:49.471,
6e880ede0d984eef88831f8fc0e02c4b,Duress,Strixhaven: Mystical Archives,Magic The Gathering,#29,Uncommon Foil,1,0.36,0.36,USD,0.37,0.37,USD,Ungraded,Near Mint,Red Binder,false,235139,,,2025-08-11T16:14:31.404,
55ed1445b7934df5b8e011d8f2918ebb,Duskmourn's Domination,Duskmourn House of Horror,Magic The Gathering,#50,Uncommon Foil,1,0.03,0.03,USD,0.03,0.03,USD,Ungraded,Near Mint,Blue Binder,false,578084,7486409,,2025-08-11T17:43:33.385,
5a007f2bfc0a486f8a4c7eae8b6e8c26,Dwynen's Elite,Foundations,Magic The Gathering,#218,Common Foil,1,0.16,0.16,USD,0.16,0.16,USD,Ungraded,Near Mint,Blue Binder,false,591789,7832211,,2025-08-11T17:16:26.934,
98ca992bdca04b029df826ec720d1bda,"Dwynen, Gilt-Leaf Daen",Foundations,Magic The Gathering,#217,Uncommon Foil,2,0.46,0.23,USD,0.46,0.23,USD,Ungraded,Near Mint,Blue Binder,false,591316,7832053,,2025-08-11T17:16:45.072,
86d7c1542b7c46789e8d39235820d8b4,Dynacharge,Return to Ravnica,Magic The Gathering,#92,Common Foil,2,0.40,0.20,USD,0.40,0.20,USD,Ungraded,Near Mint,Rakdos Std 2013,false,66557,2218274,,2025-08-11T19:27:42.256,
0a1bd2fbc26448c9944dba648b45e6f3,Eager Trufflesnout,Foundations,Magic The Gathering,#102,Uncommon Foil,1,0.13,0.13,USD,0.13,0.13,USD,Ungraded,Near Mint,Blue Binder,false,591795,7832218,,2025-08-11T17:38:47.527,
87c8977364db473abbf19bfa6e926cda,Eldrazi Monument,The List Reprints,Magic The Gathering,#216,Mythic,1,8.59,8.59,USD,8.86,8.86,USD,Ungraded,Near Mint,Rats,false,202949,2197914,,2025-08-08T18:54:08.351,
9c96a583281f4b19893b0ade6c9c36d0,Elementalist Adept,Foundations,Magic The Gathering,#36,Common Foil,1,0.06,0.06,USD,0.06,0.06,USD,Ungraded,Near Mint,Blue Binder,false,591724,7832153,,2025-08-11T17:44:03.702,
a6b42ac7eca94756abb22310fbb7e262,Elesh Norn,March of the Machine,Magic The Gathering,#12,Mythic,1,5.09,5.09,USD,5.00,5.00,USD,Ungraded,Near Mint,Red Binder,false,490388,,,2025-08-11T16:12:49.299,
e61b4ac52cdc4b75a9646a56d053e972,Eliminate the Competition,Commander: Tarkir: Dragonstorm,Magic The Gathering,#179,Rare,1,0.15,0.15,USD,0.15,0.15,USD,Ungraded,Near Mint,Mardu Surge PreCon,false,624306,9035853,,2025-08-09T13:16:22.304,
1699c7023a9e4dc3b05b7964da5677c8,"Elrond, Master of Healing (Showcase)",The Lord of the Rings: Tales of Middle-earth,Magic The Gathering,#318,Rare,1,0.24,0.24,USD,0.24,0.24,USD,Ungraded,Near Mint,Red Binder,false,499864,,,2025-08-11T16:31:29.297,
6cc80c325afd4f3e910fddc3020ad789,Elturel Survivors,Commander Legends: Battle for Baldur's Gate,Magic The Gathering,#172,Rare Foil,1,0.51,0.51,USD,0.51,0.51,USD,Ungraded,Near Mint,Godzilla,false,272963,5407918,,2025-08-08T17:58:50.592,
e5d9340a1f50456a9b9c8263edbbf3a4,Emerge from the Cocoon,Duskmourn House of Horror,Magic The Gathering,#5,Common Foil,1,0.06,0.06,USD,0.06,0.06,USD,Ungraded,Near Mint,Blue Binder,false,576869,7486365,,2025-08-11T17:02:56.353,
4ff2a6e91c0246bea348e1136a1a5be8,Emeria Angel,Commander: Tarkir: Dragonstorm,Magic The Gathering,#114,Rare,1,0.34,0.34,USD,0.40,0.40,USD,Ungraded,Near Mint,Mardu Surge PreCon,false,624284,9035831,,2025-08-09T13:10:52.973,
de4ee6a4d1744efd8348628cffa0eaeb,Emet-Selch of the Third Seat,Commander: Final Fantasy,Magic The Gathering,#81,Rare,1,0.82,0.82,USD,0.85,0.85,USD,Ungraded,Near Mint,Y'shtola PreCon,false,631052,,,2025-08-09T13:35:27.319,
17375b76d6d04ec8aa295ad7712a3b95,Enduring Innocence,Duskmourn House of Horror,Magic The Gathering,#6,Rare Foil,1,4.86,4.86,USD,4.78,4.78,USD,Ungraded,Near Mint,Red Binder,false,575047,7486366,,2025-08-11T16:18:00.998,
5f27baaf6577462ca67e8847c8ba0096,Enduring Innocence,Duskmourn House of Horror,Magic The Gathering,#6,Rare,1,4.69,4.69,USD,4.42,4.42,USD,Ungraded,Near Mint,Red Binder,false,575047,7486366,,2025-08-11T16:18:09.809,
80747347e79e4aa5b90f579192fa3628,Ent-Draught Basin,The Lord of the Rings: Tales of Middle-earth,Magic The Gathering,#238,Uncommon Foil,1,0.12,0.12,USD,0.12,0.12,USD,Ungraded,Near Mint,Blue Binder,false,499205,,,2025-08-11T17:48:34.517,
882ec73cd8c543b3827317f5d14c1877,Enter the Enigma,Duskmourn House of Horror,Magic The Gathering,#52,Common Foil,2,0.76,0.38,USD,0.76,0.38,USD,Ungraded,Near Mint,Blue Binder,false,578054,7486411,,2025-08-11T17:43:39.602,
38e56a5b55004998a2d66980abd19708,Entity Tracker (Showcase),Duskmourn House of Horror,Magic The Gathering,#307,Rare,1,0.71,0.71,USD,0.71,0.71,USD,Ungraded,Near Mint,Red Binder,false,578337,7486666,,2025-08-11T15:53:49.383,
b2dd1348cd6c4254a4f19f644d9922f2,Entreat the Angels,Commander: Duskmourn House of Horror,Magic The Gathering,#99,Mythic,1,0.30,0.30,USD,0.30,0.30,USD,Ungraded,Near Mint,Aminatou PreCon,false,578960,,,2025-08-11T18:28:12.424,
e8a7548267e74bf683332e0e6c9d24b9,Erratic Apparition,Duskmourn House of Horror,Magic The Gathering,#54,Common Foil,1,0.02,0.02,USD,0.02,0.02,USD,Ungraded,Near Mint,Blue Binder,false,578338,7486413,,2025-08-11T17:43:51.620,
8a6c95714b1247e792d6dc1a0042c6ff,Erudite Wizard,Foundations,Magic The Gathering,#37,Common Foil,1,0.06,0.06,USD,0.06,0.06,USD,Ungraded,Near Mint,Blue Binder,false,590830,7831809,,2025-08-11T17:44:19.988,
e1641d42839a42f89256b28e8d646e8b,Essence Scatter,Foundations,Magic The Gathering,#153,Uncommon Foil,1,0.12,0.12,USD,0.12,0.12,USD,Ungraded,Near Mint,Blue Binder,false,591303,7832040,,2025-08-11T17:44:29.166,
ec8445bb456349e4a0c86fa68f29c1ea,Estinien Varlineau,Commander: Final Fantasy,Magic The Gathering,#82,Rare,1,0.25,0.25,USD,0.25,0.25,USD,Ungraded,Near Mint,Y'shtola PreCon,false,631266,,,2025-08-09T13:41:35.468,
d32500d4f3d24e5ab90b81295ca93fce,"Etali, Primal Storm",Foundations,Magic The Gathering,#194,Rare Foil,1,0.54,0.54,USD,0.54,0.54,USD,Ungraded,Near Mint,Red Binder,false,589767,7831792,,2025-08-11T16:02:52.248,
47e728998534404eaf6562dd1444dd95,"Etali, Primal Storm (Borderless)",Foundations,Magic The Gathering,#329,Rare Foil,1,7.38,7.38,USD,7.38,7.38,USD,Ungraded,Near Mint,Red Binder,false,589765,7831790,,2025-08-11T16:02:41.912,
bd207172a24a45d8bb3e6f33d0da2df0,Eternal Witness,Commander: Modern Horizons 3,Magic The Gathering,#227,Uncommon,1,1.02,1.02,USD,1.02,1.02,USD,Ungraded,Near Mint,Disa PreCon,false,553530,6866593,,2025-08-11T18:09:48.177,
d0ef11cbde6d431681dc60c9c82be399,Ethereal Armor,Duskmourn House of Horror,Magic The Gathering,#7,Uncommon Foil,1,0.45,0.45,USD,0.45,0.45,USD,Ungraded,Near Mint,Blue Binder,false,575288,7486367,,2025-08-11T17:02:41.815,
f558207d0ca2487a8d6d80b37cd030b1,Ettercap,Commander Legends: Battle for Baldur's Gate,Magic The Gathering,#231,Common Foil,1,0.12,0.12,USD,0.12,0.12,USD,Ungraded,Near Mint,Spiders,false,273335,,,2025-08-08T23:10:53.010,
375296225ec04191910e32025fb29c81,Evolving Wilds,Foundations,Magic The Gathering,#262,Common Foil,1,0.14,0.14,USD,0.18,0.18,USD,Ungraded,Near Mint,Spiders,false,591642,7832078,,2025-08-08T23:25:57.930,
1547bc6ae8bb4ac8bea783f9662ca871,Evolving Wilds,Commander: Duskmourn House of Horror,Magic The Gathering,#274,Common,1,0.07,0.07,USD,0.14,0.14,USD,Ungraded,Near Mint,Valgavoth,false,577881,,,2025-08-08T19:17:36.150,
b27107a0b4634402818115f63922168d,Evolving Wilds,Commander: Modern Horizons 3,Magic The Gathering,#340,Common,1,0.13,0.13,USD,0.13,0.13,USD,Ungraded,Near Mint,Disa PreCon,false,553577,6866707,,2025-08-11T18:09:04.457,
df37978310344f0786ec85f55e8862dc,Evolving Wilds,Innistrad: Midnight Hunt,Magic The Gathering,#261,Common,1,0.07,0.07,USD,0.07,0.07,USD,Ungraded,Near Mint,Primary,false,248243,2529623,,2025-08-08T17:42:21.601,
22a8d7a6bdda4b0e9751337fff03c5d7,Evolving Wilds,Commander: Final Fantasy,Magic The Gathering,#389,Common,1,0.15,0.15,USD,0.12,0.12,USD,Ungraded,Near Mint,Y'shtola PreCon,false,631290,,,2025-08-09T13:44:28.397,
9e8155056d2e47bdbf1e2eb51b05b50a,Evolving Wilds,Commander: Duskmourn House of Horror,Magic The Gathering,#274,Common,1,0.07,0.07,USD,0.07,0.07,USD,Ungraded,Near Mint,Aminatou PreCon,false,577881,,,2025-08-11T18:24:58.185,
536c3802e5e14ddb97b00e17a80b5c26,"Exava, Rakdos Blood Witch",Dragon's Maze,Magic The Gathering,#69,Rare Foil,2,1.36,0.68,USD,1.36,0.68,USD,Ungraded,Near Mint,Rakdos Std 2013,false,67894,2217316,,2025-08-11T19:28:07.966,
b03e6117c8d04a19a04973ab1d8e8b0e,Exorcise,Duskmourn House of Horror,Magic The Gathering,#8,Uncommon Foil,1,0.49,0.49,USD,0.49,0.49,USD,Ungraded,Near Mint,Blue Binder,false,578333,7486368,,2025-08-11T17:02:49.306,
3007e5a763c4432f9e70948a5a187757,Exotic Orchard,Commander: Tarkir: Dragonstorm,Magic The Gathering,#360,Rare,1,0.17,0.17,USD,0.16,0.16,USD,Ungraded,Near Mint,Mardu Surge PreCon,false,624207,9035803,,2025-08-09T13:14:54.427,
5c08a66f3236400b9e4985a1433b0e87,Exotic Orchard,Commander: Modern Horizons 3,Magic The Gathering,#341,Rare,1,0.21,0.21,USD,0.21,0.21,USD,Ungraded,Near Mint,Disa PreCon,false,553108,6866708,,2025-08-11T18:08:57.384,
2a60b5005d7d4e27ad76ed0292d55e4b,Exotic Orchard,Commander: Final Fantasy,Magic The Gathering,#390,Rare,1,0.24,0.24,USD,0.28,0.28,USD,Ungraded,Near Mint,Y'shtola PreCon,false,631261,,,2025-08-09T13:43:16.915,
1e4b19d9176f4d2f82b7b3a48e33656b,Exotic Orchard,Commander: Duskmourn House of Horror,Magic The Gathering,#275,Rare,1,0.17,0.17,USD,0.15,0.15,USD,Ungraded,Near Mint,Valgavoth,false,579310,,,2025-08-08T19:18:34.165,
c7f7091d1aa747348306ffd0a35a25b0,Explore,Commander: Outlaws of Thunder Junction,Magic The Gathering,#192,Common,1,0.26,0.26,USD,0.26,0.26,USD,Ungraded,Near Mint,Godzilla,false,545092,,,2025-08-08T17:55:32.633,
e62037c5f1704daba88da5f6fdc14989,Expropriate (Borderless),Special Guests,Magic The Gathering,#66,Mythic,1,14.71,14.71,USD,14.70,14.70,USD,Ungraded,Near Mint,Red Binder,false,575887,,,2025-08-11T15:39:49.906,
7423ad4774ba43d896c7dd2093ba922e,Exsanguinate,Commander: Final Fantasy,Magic The Gathering,#276,Uncommon,1,0.30,0.30,USD,0.28,0.28,USD,Ungraded,Near Mint,Y'shtola PreCon,false,631239,,,2025-08-09T13:45:40.964,
aaa46984db0e4db9a02f401fa091aeca,Exsanguinate (Borderless),Commander Masters,Magic The Gathering,#638,Uncommon Foil,1,3.30,3.30,USD,3.01,3.01,USD,Ungraded,Near Mint,Rats,false,505825,,,2025-08-08T18:49:43.271,
7a0e8510cfeb432f99e39d77f1287092,Exterminator Magmarch,Commander: Modern Horizons 3,Magic The Gathering,#124,Rare,1,0.15,0.15,USD,0.15,0.15,USD,Ungraded,Near Mint,Disa PreCon,false,553780,6866458,,2025-08-11T18:03:44.220,
20cd6daabcb84689b6ec07f568eeb3e6,Extravagant Replication,Commander: Streets of New Capenna,Magic The Gathering,#25,Rare,1,0.51,0.51,USD,0.51,0.51,USD,Ungraded,Near Mint,Aminatou PreCon,false,269242,5419143,,2025-08-11T18:31:59.529,
732d15ff87eb4dc9aa56d0fdf05a08bc,Eye of Nidhogg,Commander: Final Fantasy,Magic The Gathering,#44,Rare,1,0.46,0.46,USD,0.51,0.51,USD,Ungraded,Near Mint,Y'shtola PreCon,false,631216,,,2025-08-09T13:36:20.292,
b035d4726e554c3b9c1e0f3058425a80,Eyes of Gitaxias,March of the Machine,Magic The Gathering,#57,Common Foil,1,0.16,0.16,USD,0.16,0.16,USD,Ungraded,Near Mint,Blue Binder,false,491744,,,2025-08-11T17:44:12.943,
7f635d49c1594da49ba6f3009e18fbb4,Faebloom Trick,Foundations,Magic The Gathering,#38,Uncommon Foil,1,0.24,0.24,USD,0.24,0.24,USD,Ungraded,Near Mint,Blue Binder,false,589460,7831769,,2025-08-11T17:44:52.280,
b0d05eeaefe0419da5f8502d6505972e,Faithless Looting,Commander: Modern Horizons 3,Magic The Gathering,#211,Common,1,0.25,0.25,USD,0.25,0.25,USD,Ungraded,Near Mint,Disa PreCon,false,553500,6866577,,2025-08-11T18:12:15.979,
3b22a7eccb7642139092d5f10937755c,Fake Your Own Death,Foundations,Magic The Gathering,#174,Common Foil,1,0.16,0.16,USD,0.16,0.16,USD,Ungraded,Near Mint,Blue Binder,false,591674,7832108,,2025-08-11T17:09:56.885,
522db84d97f94528b77a440ddae8b982,Fanatic of the Harrowing,Duskmourn House of Horror,Magic The Gathering,#96,Common Foil,1,0.03,0.03,USD,0.03,0.03,USD,Ungraded,Near Mint,Blue Binder,false,575168,7486455,,2025-08-11T17:10:02.062,
528f98f04315452187a9492415f08872,"Fandaniel, Telophoroi Ascian",Commander: Final Fantasy,Magic The Gathering,#46,Rare,1,0.97,0.97,USD,0.98,0.98,USD,Ungraded,Near Mint,Y'shtola PreCon,false,631220,,,2025-08-09T13:36:11.614,
0d551c5687e7454fb6289254551272f9,"Faramir, Prince of Ithilien (Showcase)",The Lord of the Rings: Tales of Middle-earth,Magic The Gathering,#319,Rare,1,0.18,0.18,USD,0.18,0.18,USD,Ungraded,Near Mint,Red Binder,false,498858,,,2025-08-11T16:31:44.865,
69b54e8b8c98447db30a70687fe4e0ca,Fate Unraveler,Commander: Duskmourn House of Horror,Magic The Gathering,#141,Rare,1,1.33,1.33,USD,1.29,1.29,USD,Ungraded,Near Mint,Valgavoth,false,579028,,,2025-08-08T19:42:03.171,
606319d2f26547f7a411e6620d8fb126,Fear of Abduction,Duskmourn House of Horror,Magic The Gathering,#9,Uncommon Foil,1,0.08,0.08,USD,0.08,0.08,USD,Ungraded,Near Mint,Blue Binder,false,577646,7486369,,2025-08-11T17:03:03.962,
e5ef9f1819cc4d7dbb6edf6f7b2c39b3,Fear of Being Hunted,Duskmourn House of Horror,Magic The Gathering,#134,Uncommon Foil,1,0.07,0.07,USD,0.07,0.07,USD,Ungraded,Near Mint,Blue Binder,false,577674,7486493,,2025-08-11T16:55:31.389,
d2e5e47417174985ac8815990da6104f,Fear of Burning Alive,Duskmourn House of Horror,Magic The Gathering,#135,Uncommon Foil,1,0.08,0.08,USD,0.08,0.08,USD,Ungraded,Near Mint,Blue Binder,false,576880,7486494,,2025-08-11T16:55:25.166,
4aa03c97d6c74555a9334375b9ab8c8b,Fear of Exposure,Duskmourn House of Horror,Magic The Gathering,#177,Uncommon Foil,1,0.05,0.05,USD,0.05,0.05,USD,Ungraded,Near Mint,Blue Binder,false,578344,7486536,,2025-08-11T17:39:18.590,
7b99424f157040f59fc399b88538be67,Fear of Immobility,Duskmourn House of Horror,Magic The Gathering,#10,Common Foil,1,0.05,0.05,USD,0.05,0.05,USD,Ungraded,Near Mint,Blue Binder,false,575049,7486370,,2025-08-11T17:03:12.473,
c6797e72b8aa412f97904ee521499dfa,Fear of Impostors,Duskmourn House of Horror,Magic The Gathering,#57,Uncommon Foil,1,0.20,0.20,USD,0.20,0.20,USD,Ungraded,Near Mint,Blue Binder,false,576491,7486416,,2025-08-11T17:44:36.066,
68ea966475bd4d22935a40e16a94c1c9,Fear of Infinity,Duskmourn House of Horror,Magic The Gathering,#214,Uncommon Foil,1,0.08,0.08,USD,0.08,0.08,USD,Ungraded,Near Mint,Blue Binder,false,576895,7486573,,2025-08-11T16:51:26.723,
fff9df56d5544bd7aaa01f5a722bd3f5,Fear of Isolation,Duskmourn House of Horror,Magic The Gathering,#58,Uncommon Foil,1,0.24,0.24,USD,0.24,0.24,USD,Ungraded,Near Mint,Blue Binder,false,575104,7486417,,2025-08-11T17:44:41.791,
f656c47e90cd4b1faaadb99b1da0fbc1,Fear of Sleep Paralysis,Commander: Duskmourn House of Horror,Magic The Gathering,#12,Rare,1,0.41,0.41,USD,0.41,0.41,USD,Ungraded,Near Mint,Aminatou PreCon,false,578964,,,2025-08-11T18:29:55.564,
d8a91aa7dec943339ae4a064a5ca82a8,Fear of Surveillance,Duskmourn House of Horror,Magic The Gathering,#11,Common Foil,2,0.14,0.07,USD,0.14,0.07,USD,Ungraded,Near Mint,Blue Binder,false,577148,7486371,,2025-08-11T17:03:44.285,
a1a096c1354044a3911b9505670c4db1,Fear of the Dark,Duskmourn House of Horror,Magic The Gathering,#98,Common Foil,1,0.09,0.09,USD,0.09,0.09,USD,Ungraded,Near Mint,Blue Binder,false,576496,7486457,,2025-08-11T17:10:07.554,
45b0dcb9d648460ba5e64c72b334fb12,Feed the Swarm,Commander: Duskmourn House of Horror,Magic The Gathering,#78,Common,1,0.38,0.38,USD,0.38,0.38,USD,Ungraded,Near Mint,Valgavoth,false,578904,,,2025-08-08T19:42:26.974,
a1692b2b667644d8bff7affd72f8b37d,Feed the Swarm,Commander 2021,Magic The Gathering,#144,Common,1,1.61,1.61,USD,1.61,1.61,USD,Ungraded,Near Mint,Rats,false,236571,2186571,,2025-08-08T18:50:06.787,
70204a2949f74f948e68d6ea4882ce4b,Felidar Savior,Foundations,Magic The Gathering,#12,Common Foil,1,0.11,0.11,USD,0.11,0.11,USD,Ungraded,Near Mint,Blue Binder,false,563869,7831594,,2025-08-11T17:04:10.373,
165dac6e83c7436a8a80871e885d11fd,Fellwar Stone,Commander: Duskmourn House of Horror,Magic The Gathering,#245,Uncommon,1,1.26,1.26,USD,1.15,1.15,USD,Ungraded,Near Mint,Valgavoth,false,579090,,,2025-08-08T19:47:38.944,
154105c4c17c458683ab230b5d326c1a,Fellwar Stone,Commander: Tarkir: Dragonstorm,Magic The Gathering,#318,Uncommon,1,1.06,1.06,USD,1.02,1.02,USD,Ungraded,Near Mint,Mardu Surge PreCon,false,624374,9035895,,2025-08-09T13:19:30.139,
9282351d045c4db085a3f85939a44bce,"Felothar, Dawn of the Abzan (Borderless)",Tarkir: Dragonstorm,Magic The Gathering,#358,Rare,1,0.28,0.28,USD,0.25,0.25,USD,Ungraded,Near Mint,Primary,false,625140,9035638,,2025-08-09T00:39:52.400,
b89d8353dbaa45a8a01c0318c18ae728,Feral Deathgorger (Showcase),Tarkir: Dragonstorm,Magic The Gathering,#298,Common Foil,1,0.11,0.11,USD,0.11,0.11,USD,Ungraded,Near Mint,Primary,false,624562,9035547,,2025-08-09T00:40:09.275,
03164f7d43474d2aa21f356170d56a67,Fetid Heath,Commander: Tarkir: Dragonstorm,Magic The Gathering,#362,Rare,1,0.65,0.65,USD,0.55,0.55,USD,Ungraded,Near Mint,Mardu Surge PreCon,false,624316,9035863,,2025-08-09T13:20:48.697,
c7fa59dc712740a4905b4dc6f5513f35,Fetid Heath,Commander: Final Fantasy,Magic The Gathering,#391,Rare,1,0.45,0.45,USD,0.45,0.45,USD,Ungraded,Near Mint,Y'shtola PreCon,false,631319,,,2025-08-09T13:43:09.398,
